neighbourhood,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
Bedford-Stuyvesant,75.0,3.0,3.0,0.08,1.0,0.0,0,1,0,0,0,1,0,0
Chelsea,206.0,1.0,55.0,1.41,1.0,0.0,0,0,1,0,0,1,0,0
Harlem,70.0,1.0,16.0,0.4,2.0,0.0,0,0,1,0,0,0,1,0
Williamsburg,65.0,1.0,1.0,0.03,1.0,0.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,126.0,2.0,181.0,4.73,1.0,182.0,0,1,0,0,0,1,0,0
Crown Heights,40.0,10.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Midtown,239.0,30.0,0.0,0.0,121.0,352.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,129.0,31.0,6.0,0.15,1.0,0.0,0,1,0,0,0,1,0,0
Flatbush,92.0,1.0,5.0,0.14,3.0,0.0,0,1,0,0,0,1,0,0
Harlem,82.0,5.0,106.0,2.7,1.0,39.0,0,0,1,0,0,0,1,0
Midtown,369.0,30.0,1.0,0.12,121.0,345.0,0,0,1,0,0,1,0,0
Midtown,369.0,30.0,0.0,0.0,121.0,345.0,0,0,1,0,0,1,0,0
Midtown,99.0,1.0,172.0,4.33,1.0,213.0,0,0,1,0,0,1,0,0
Williamsburg,78.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,44.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Upper East Side,160.0,3.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Chelsea,220.0,4.0,81.0,2.11,1.0,217.0,0,0,1,0,0,1,0,0
Mott Haven,125.0,3.0,142.0,3.59,1.0,185.0,1,0,0,0,0,1,0,0
Midtown,99.0,30.0,9.0,0.24,14.0,227.0,0,0,1,0,0,1,0,0
Upper East Side,75.0,7.0,13.0,0.34,1.0,0.0,0,0,1,0,0,1,0,0
Upper West Side,300.0,5.0,3.0,0.08,1.0,9.0,0,0,1,0,0,1,0,0
Upper West Side,140.0,1.0,8.0,0.2,1.0,7.0,0,0,1,0,0,1,0,0
Upper West Side,98.0,3.0,2.0,0.05,1.0,0.0,0,0,1,0,0,0,1,0
Inwood,99.0,3.0,150.0,3.85,1.0,320.0,0,0,1,0,0,0,1,0
Financial District,178.0,30.0,2.0,0.06,96.0,332.0,0,0,1,0,0,1,0,0
Astoria,59.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,1,0
Bushwick,75.0,1.0,48.0,1.22,2.0,36.0,0,1,0,0,0,1,0,0
Belle Harbor,225.0,1.0,35.0,0.92,1.0,364.0,0,0,0,1,0,0,1,0
Harlem,60.0,2.0,5.0,0.13,1.0,0.0,0,0,1,0,0,0,1,0
West Village,268.0,1.0,3.0,0.08,2.0,0.0,0,0,1,0,0,1,0,0
Carroll Gardens,300.0,7.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
Gramercy,177.0,3.0,12.0,0.3,1.0,0.0,0,0,1,0,0,1,0,0
Longwood,60.0,2.0,47.0,1.22,4.0,249.0,1,0,0,0,0,0,1,0
Lower East Side,60.0,3.0,8.0,0.21,1.0,0.0,0,0,1,0,0,0,1,0
Longwood,55.0,2.0,31.0,0.81,4.0,280.0,1,0,0,0,0,0,1,0
Longwood,60.0,2.0,77.0,1.96,4.0,171.0,1,0,0,0,0,0,1,0
Crown Heights,135.0,1.0,38.0,2.49,1.0,359.0,0,1,0,0,0,1,0,0
Fort Hamilton,43.0,23.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Midtown,139.0,1.0,186.0,4.68,1.0,230.0,0,0,1,0,0,1,0,0
Hell's Kitchen,100.0,2.0,6.0,0.16,1.0,0.0,0,0,1,0,0,1,0,0
Flatbush,100.0,4.0,5.0,0.14,1.0,7.0,0,1,0,0,0,0,1,0
Ridgewood,40.0,1.0,48.0,1.24,1.0,1.0,0,0,0,1,0,0,1,0
Harlem,55.0,1.0,1.0,0.03,2.0,0.0,0,0,1,0,0,0,1,0
Financial District,175.0,2.0,2.0,0.05,1.0,0.0,0,0,1,0,0,1,0,0
Williamsburg,300.0,2.0,33.0,0.86,2.0,76.0,0,1,0,0,0,1,0,0
Harlem,45.0,1.0,1.0,0.03,1.0,0.0,0,0,1,0,0,0,1,0
Clinton Hill,144.0,2.0,49.0,1.28,1.0,69.0,0,1,0,0,0,1,0,0
Crown Heights,60.0,2.0,129.0,3.32,2.0,39.0,0,1,0,0,0,0,1,0
East Harlem,250.0,1.0,0.0,0.0,1.0,365.0,0,0,1,0,0,0,1,0
Crown Heights,45.0,4.0,4.0,0.18,1.0,0.0,0,1,0,0,0,0,1,0
East Village,80.0,1.0,1.0,0.03,1.0,0.0,0,0,1,0,0,0,1,0
Upper West Side,136.0,30.0,0.0,0.0,15.0,317.0,0,0,1,0,0,1,0,0
East Village,149.0,2.0,16.0,0.43,1.0,0.0,0,0,1,0,0,1,0,0
East Harlem,89.0,5.0,62.0,1.82,1.0,271.0,0,0,1,0,0,0,1,0
East Village,110.0,3.0,36.0,0.91,1.0,292.0,0,0,1,0,0,0,1,0
Chelsea,179.0,3.0,69.0,1.8,1.0,104.0,0,0,1,0,0,0,1,0
Astoria,500.0,2.0,15.0,0.39,2.0,365.0,0,0,0,1,0,0,0,1
Bedford-Stuyvesant,150.0,4.0,11.0,0.29,1.0,0.0,0,1,0,0,0,1,0,0
Ridgewood,175.0,6.0,29.0,0.83,1.0,55.0,0,0,0,1,0,1,0,0
Cypress Hills,79.0,1.0,130.0,3.48,2.0,258.0,0,1,0,0,0,1,0,0
Clinton Hill,117.0,3.0,1.0,0.03,1.0,0.0,0,1,0,0,0,1,0,0
Williamsburg,91.0,5.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
Upper West Side,65.0,2.0,3.0,0.08,2.0,0.0,0,0,1,0,0,0,1,0
Midtown,500.0,3.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Chelsea,85.0,1.0,210.0,5.34,12.0,321.0,0,0,1,0,0,0,1,0
Midtown,150.0,29.0,1.0,0.14,31.0,143.0,0,0,1,0,0,1,0,0
Ridgewood,80.0,2.0,177.0,4.48,2.0,245.0,0,0,0,1,0,0,1,0
Upper West Side,200.0,5.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,325.0,2.0,76.0,1.93,1.0,160.0,0,1,0,0,0,1,0,0
Upper East Side,95.0,1.0,10.0,0.25,1.0,0.0,0,0,1,0,0,0,1,0
East Village,100.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Upper West Side,85.0,2.0,47.0,1.2,1.0,76.0,0,0,1,0,0,0,0,1
Clinton Hill,115.0,5.0,8.0,0.21,1.0,0.0,0,1,0,0,0,1,0,0
Two Bridges,111.0,1.0,41.0,1.17,1.0,4.0,0,0,1,0,0,1,0,0
Upper West Side,84.0,1.0,27.0,0.69,1.0,0.0,0,0,1,0,0,0,1,0
Greenpoint,75.0,3.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Harlem,95.0,12.0,4.0,0.1,1.0,0.0,0,0,1,0,0,0,1,0
Crown Heights,110.0,2.0,6.0,0.15,1.0,0.0,0,1,0,0,0,1,0,0
Greenpoint,50.0,4.0,1.0,0.03,1.0,0.0,0,1,0,0,0,0,1,0
Brooklyn Heights,115.0,1.0,0.0,0.0,2.0,0.0,0,1,0,0,0,0,1,0
Chelsea,225.0,2.0,5.0,0.14,1.0,0.0,0,0,1,0,0,1,0,0
Bushwick,80.0,3.0,0.0,0.0,1.0,83.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,110.0,1.0,2.0,0.05,2.0,342.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,49.0,7.0,13.0,0.36,1.0,0.0,0,1,0,0,0,0,1,0
Upper West Side,90.0,1.0,60.0,2.91,1.0,188.0,0,0,1,0,0,0,1,0
Arverne,299.0,3.0,4.0,0.31,1.0,318.0,0,0,0,1,0,1,0,0
Upper West Side,60.0,1.0,5.0,0.14,2.0,0.0,0,0,1,0,0,0,1,0
Financial District,175.0,30.0,3.0,0.08,96.0,311.0,0,0,1,0,0,1,0,0
East Harlem,115.0,2.0,18.0,0.48,1.0,3.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,45.0,4.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,57.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Chinatown,120.0,3.0,2.0,0.05,1.0,0.0,0,0,1,0,0,1,0,0
Brooklyn Heights,409.0,1.0,1.0,0.03,2.0,0.0,0,1,0,0,0,1,0,0
Rosedale,350.0,40.0,15.0,0.39,1.0,365.0,0,0,0,1,0,1,0,0
Arverne,95.0,1.0,31.0,0.79,5.0,361.0,0,0,0,1,0,0,1,0
Bedford-Stuyvesant,49.0,1.0,1.0,0.03,1.0,0.0,0,1,0,0,0,0,1,0
East Harlem,155.0,1.0,2.0,0.05,1.0,0.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,265.0,4.0,123.0,3.25,1.0,285.0,0,1,0,0,0,1,0,0
East Flatbush,215.0,2.0,44.0,1.28,1.0,279.0,0,1,0,0,0,1,0,0
Ridgewood,120.0,2.0,162.0,4.12,2.0,268.0,0,0,0,1,0,0,1,0
Bedford-Stuyvesant,54.0,2.0,1.0,0.03,3.0,319.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,79.0,2.0,0.0,0.0,3.0,319.0,0,1,0,0,0,0,1,0
Upper East Side,185.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Washington Heights,60.0,5.0,16.0,0.41,1.0,4.0,0,0,1,0,0,1,0,0
Arverne,750.0,1.0,14.0,0.36,2.0,352.0,0,0,0,1,0,1,0,0
Upper East Side,160.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Greenwich Village,210.0,1.0,58.0,1.49,1.0,2.0,0,0,1,0,0,1,0,0
Williamsburg,80.0,1.0,2.0,0.05,1.0,0.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,85.0,5.0,93.0,2.38,1.0,0.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,99.0,2.0,43.0,1.16,1.0,0.0,0,1,0,0,0,1,0,0
East Village,200.0,2.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Williamsburg,84.0,1.0,181.0,4.59,1.0,282.0,0,1,0,0,0,0,1,0
Kensington,105.0,4.0,7.0,0.18,1.0,20.0,0,1,0,0,0,1,0,0
Williamsburg,150.0,2.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Rockaway Beach,88.0,2.0,32.0,0.84,1.0,0.0,0,0,0,1,0,0,1,0
Upper East Side,65.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,110.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
Upper East Side,140.0,2.0,1.0,0.03,1.0,0.0,0,0,1,0,0,1,0,0
Crown Heights,50.0,3.0,14.0,0.35,1.0,0.0,0,1,0,0,0,0,1,0
Williamsburg,175.0,2.0,2.0,0.05,1.0,0.0,0,1,0,0,0,1,0,0
Tottenville,100.0,2.0,0.0,0.0,1.0,365.0,0,0,0,0,1,0,1,0
Fort Greene,50.0,4.0,15.0,0.38,1.0,0.0,0,1,0,0,0,0,1,0
Flushing,60.0,5.0,66.0,1.69,12.0,141.0,0,0,0,1,0,0,1,0
Bushwick,51.0,3.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Williamsburg,55.0,5.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Bushwick,85.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Crown Heights,60.0,2.0,136.0,3.45,1.0,346.0,0,1,0,0,0,0,1,0
Upper West Side,143.0,2.0,32.0,0.81,1.0,0.0,0,0,1,0,0,1,0,0
Lower East Side,85.0,5.0,4.0,0.11,1.0,282.0,0,0,1,0,0,1,0,0
Sunnyside,110.0,2.0,24.0,1.52,1.0,128.0,0,0,0,1,0,1,0,0
Midtown,449.0,30.0,0.0,0.0,121.0,345.0,0,0,1,0,0,1,0,0
Harlem,35.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Midtown,369.0,30.0,1.0,0.04,121.0,345.0,0,0,1,0,0,1,0,0
Morningside Heights,70.0,8.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Gowanus,295.0,2.0,70.0,1.8,1.0,292.0,0,1,0,0,0,1,0,0
Upper West Side,110.0,120.0,2.0,0.05,2.0,34.0,0,0,1,0,0,1,0,0
Upper East Side,65.0,1.0,2.0,0.05,1.0,0.0,0,0,1,0,0,0,1,0
Hell's Kitchen,109.0,30.0,8.0,0.28,91.0,159.0,0,0,1,0,0,1,0,0
Sunset Park,35.0,1.0,2.0,0.05,2.0,0.0,0,1,0,0,0,0,1,0
Clinton Hill,50.0,1.0,3.0,0.1,1.0,0.0,0,1,0,0,0,0,1,0
Williamsburg,44.0,1.0,8.0,0.23,1.0,357.0,0,1,0,0,0,0,1,0
East Village,275.0,2.0,70.0,1.84,4.0,307.0,0,0,1,0,0,1,0,0
East Village,110.0,2.0,46.0,1.17,4.0,307.0,0,0,1,0,0,0,1,0
Williamsburg,120.0,1.0,1.0,0.03,1.0,0.0,0,1,0,0,0,1,0,0
Clinton Hill,50.0,7.0,4.0,0.11,1.0,0.0,0,1,0,0,0,0,1,0
Crown Heights,87.0,3.0,87.0,2.25,1.0,260.0,0,1,0,0,0,1,0,0
Washington Heights,78.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Washington Heights,49.0,2.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Nolita,109.0,7.0,3.0,0.09,1.0,0.0,0,0,1,0,0,0,1,0
East Harlem,65.0,1.0,1.0,0.03,1.0,0.0,0,0,1,0,0,0,1,0
Lower East Side,150.0,1.0,41.0,1.07,3.0,274.0,0,0,1,0,0,0,1,0
Murray Hill,225.0,1.0,45.0,1.16,1.0,255.0,0,0,1,0,0,1,0,0
Upper West Side,100.0,1.0,1.0,0.03,1.0,0.0,0,0,1,0,0,1,0,0
Harlem,125.0,1.0,103.0,2.67,2.0,339.0,0,0,1,0,0,1,0,0
East Village,115.0,4.0,46.0,1.19,1.0,0.0,0,0,1,0,0,1,0,0
Bushwick,62.0,1.0,1.0,0.03,1.0,0.0,0,1,0,0,0,0,1,0
Bushwick,50.0,7.0,2.0,0.06,1.0,0.0,0,1,0,0,0,0,1,0
East Village,200.0,2.0,39.0,1.15,1.0,0.0,0,0,1,0,0,1,0,0
Arverne,225.0,1.0,6.0,0.56,2.0,352.0,0,0,0,1,0,1,0,0
Kips Bay,159.0,30.0,5.0,0.18,91.0,281.0,0,0,1,0,0,1,0,0
Theater District,150.0,28.0,4.0,0.11,1.0,331.0,0,0,1,0,0,1,0,0
Bushwick,29.0,2.0,4.0,0.11,1.0,0.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,150.0,1.0,0.0,0.0,3.0,359.0,0,1,0,0,0,1,0,0
Bushwick,80.0,2.0,9.0,0.23,1.0,0.0,0,1,0,0,0,0,1,0
Bay Ridge,35.0,1.0,33.0,0.84,1.0,337.0,0,1,0,0,0,0,1,0
Upper East Side,250.0,7.0,8.0,0.22,1.0,294.0,0,0,1,0,0,1,0,0
Upper East Side,160.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Lower East Side,175.0,30.0,12.0,0.32,1.0,0.0,0,0,1,0,0,1,0,0
Williamsburg,150.0,2.0,11.0,0.28,7.0,330.0,0,1,0,0,0,1,0,0
Long Island City,165.0,2.0,3.0,0.08,1.0,0.0,0,0,0,1,0,1,0,0
Greenpoint,150.0,3.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
Williamsburg,159.0,2.0,13.0,0.34,7.0,317.0,0,1,0,0,0,1,0,0
Sunset Park,140.0,2.0,108.0,2.89,1.0,278.0,0,1,0,0,0,1,0,0
Williamsburg,159.0,3.0,2.0,0.05,2.0,0.0,0,1,0,0,0,1,0,0
Washington Heights,77.0,7.0,17.0,0.46,1.0,311.0,0,0,1,0,0,0,1,0
Williamsburg,49.0,3.0,3.0,0.08,2.0,0.0,0,1,0,0,0,0,1,0
Gowanus,55.0,1.0,56.0,1.46,2.0,281.0,0,1,0,0,0,0,1,0
Park Slope,50.0,1.0,113.0,2.87,2.0,352.0,0,1,0,0,0,0,1,0
Washington Heights,359.0,1.0,96.0,2.48,4.0,309.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,50.0,3.0,3.0,0.08,1.0,0.0,0,1,0,0,0,0,1,0
Prospect-Lefferts Gardens,40.0,1.0,2.0,0.05,1.0,0.0,0,1,0,0,0,1,0,0
Midtown,219.0,2.0,5.0,0.13,3.0,0.0,0,0,1,0,0,1,0,0
South Slope,189.0,4.0,68.0,1.73,1.0,83.0,0,1,0,0,0,1,0,0
Lower East Side,140.0,5.0,2.0,0.05,1.0,0.0,0,0,1,0,0,1,0,0
Maspeth,96.0,30.0,17.0,0.47,2.0,325.0,0,0,0,1,0,1,0,0
Boerum Hill,300.0,180.0,0.0,0.0,1.0,365.0,0,1,0,0,0,1,0,0
Jackson Heights,125.0,1.0,11.0,0.28,4.0,301.0,0,0,0,1,0,0,1,0
East Flatbush,150.0,3.0,11.0,0.28,1.0,364.0,0,1,0,0,0,0,1,0
Cypress Hills,60.0,3.0,32.0,0.81,3.0,90.0,0,1,0,0,0,0,1,0
Upper West Side,99.0,4.0,51.0,1.31,1.0,0.0,0,0,1,0,0,0,1,0
Cypress Hills,60.0,3.0,15.0,0.41,3.0,90.0,0,1,0,0,0,0,1,0
Gramercy,198.0,2.0,37.0,0.98,1.0,0.0,0,0,1,0,0,1,0,0
Hell's Kitchen,350.0,6.0,124.0,3.16,2.0,247.0,0,0,1,0,0,1,0,0
Park Slope,85.0,14.0,4.0,0.15,2.0,275.0,0,1,0,0,0,1,0,0
Hell's Kitchen,80.0,3.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Williamsburg,80.0,2.0,6.0,0.15,1.0,0.0,0,1,0,0,0,1,0,0
Upper West Side,135.0,30.0,6.0,0.16,96.0,311.0,0,0,1,0,0,1,0,0
Windsor Terrace,61.0,1.0,91.0,2.38,3.0,246.0,0,1,0,0,0,1,0,0
Bushwick,45.0,3.0,3.0,0.08,1.0,0.0,0,1,0,0,0,0,1,0
Bushwick,70.0,3.0,2.0,0.06,1.0,249.0,0,1,0,0,0,0,1,0
Harlem,60.0,1.0,40.0,1.02,2.0,0.0,0,0,1,0,0,0,1,0
Harlem,75.0,2.0,46.0,1.17,2.0,0.0,0,0,1,0,0,0,1,0
Greenpoint,165.0,2.0,3.0,0.08,1.0,0.0,0,1,0,0,0,1,0,0
Greenpoint,112.0,10.0,11.0,0.28,1.0,21.0,0,1,0,0,0,1,0,0
Harlem,69.0,1.0,38.0,0.97,2.0,365.0,0,0,1,0,0,0,1,0
Sheepshead Bay,39.0,3.0,22.0,0.56,1.0,360.0,0,1,0,0,0,0,1,0
Midtown,239.0,4.0,132.0,3.39,2.0,242.0,0,0,1,0,0,1,0,0
East Village,150.0,2.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Upper East Side,42.0,31.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Greenwich Village,195.0,7.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
East Village,194.0,4.0,5.0,0.13,1.0,0.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,75.0,2.0,1.0,0.03,1.0,0.0,0,1,0,0,0,0,1,0
Carroll Gardens,130.0,2.0,0.0,0.0,2.0,16.0,0,1,0,0,0,1,0,0
Chelsea,165.0,3.0,110.0,2.87,1.0,222.0,0,0,1,0,0,1,0,0
Morningside Heights,70.0,3.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
East Village,200.0,2.0,3.0,0.08,1.0,0.0,0,0,1,0,0,1,0,0
Williamsburg,40.0,15.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Williamsburg,205.0,2.0,7.0,0.18,1.0,4.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,45.0,4.0,35.0,0.91,2.0,89.0,0,1,0,0,0,0,1,0
Midtown,139.0,2.0,132.0,3.66,1.0,154.0,0,0,1,0,0,1,0,0
Washington Heights,339.0,1.0,87.0,2.28,4.0,318.0,0,0,1,0,0,1,0,0
Brownsville,49.0,14.0,3.0,0.08,1.0,291.0,0,1,0,0,0,1,0,0
Upper West Side,190.0,4.0,1.0,0.08,1.0,118.0,0,0,1,0,0,1,0,0
Greenpoint,450.0,365.0,17.0,0.5,1.0,365.0,0,1,0,0,0,1,0,0
Kensington,45.0,1.0,103.0,2.68,11.0,0.0,0,1,0,0,0,0,1,0
Williamsburg,199.0,2.0,29.0,0.74,1.0,174.0,0,1,0,0,0,1,0,0
Carroll Gardens,55.0,2.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,33.0,13.0,7.0,0.2,1.0,297.0,0,1,0,0,0,0,1,0
Williamsburg,149.0,4.0,5.0,0.14,1.0,0.0,0,1,0,0,0,1,0,0
Williamsburg,80.0,1.0,54.0,1.37,1.0,0.0,0,1,0,0,0,0,1,0
Fort Greene,120.0,3.0,25.0,0.72,1.0,0.0,0,1,0,0,0,1,0,0
Williamsburg,73.0,1.0,4.0,0.11,2.0,0.0,0,1,0,0,0,0,1,0
Tribeca,2500.0,4.0,0.0,0.0,1.0,89.0,0,0,1,0,0,1,0,0
Crown Heights,44.0,3.0,32.0,0.83,2.0,0.0,0,1,0,0,0,0,1,0
Washington Heights,105.0,3.0,8.0,0.21,1.0,0.0,0,0,1,0,0,1,0,0
East Harlem,70.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Hell's Kitchen,120.0,2.0,17.0,0.43,1.0,0.0,0,0,1,0,0,0,1,0
Flatbush,57.0,3.0,33.0,0.85,3.0,345.0,0,1,0,0,0,0,1,0
Astoria,120.0,1.0,1.0,0.03,1.0,0.0,0,0,0,1,0,1,0,0
Midtown,100.0,4.0,40.0,3.36,2.0,164.0,0,0,1,0,0,0,1,0
Flatiron District,525.0,5.0,49.0,1.26,1.0,314.0,0,0,1,0,0,1,0,0
Williamsburg,100.0,3.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Williamsburg,75.0,3.0,3.0,0.09,1.0,0.0,0,1,0,0,0,0,1,0
Sheepshead Bay,45.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
Bushwick,65.0,1.0,2.0,0.06,2.0,0.0,0,1,0,0,0,0,1,0
Park Slope,132.0,1.0,67.0,1.77,1.0,264.0,0,1,0,0,0,1,0,0
Harlem,350.0,5.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Flushing,50.0,7.0,83.0,2.15,12.0,171.0,0,0,0,1,0,0,1,0
East Harlem,60.0,3.0,27.0,0.69,1.0,0.0,0,0,1,0,0,0,1,0
Parkchester,59.0,1.0,120.0,3.11,2.0,336.0,1,0,0,0,0,0,1,0
East Village,80.0,1.0,32.0,0.85,1.0,0.0,0,0,1,0,0,0,1,0
Pelham Gardens,450.0,2.0,81.0,2.07,4.0,342.0,1,0,0,0,0,1,0,0
Williamsburg,45.0,3.0,7.0,0.41,1.0,133.0,0,1,0,0,0,0,1,0
Washington Heights,359.0,1.0,126.0,3.21,4.0,318.0,0,0,1,0,0,1,0,0
Chelsea,200.0,1.0,1.0,0.03,1.0,0.0,0,0,1,0,0,0,1,0
Upper West Side,120.0,3.0,11.0,0.32,1.0,0.0,0,0,1,0,0,1,0,0
Upper East Side,140.0,2.0,6.0,0.17,1.0,0.0,0,0,1,0,0,1,0,0
Flatbush,436.0,3.0,9.0,0.37,1.0,27.0,0,1,0,0,0,1,0,0
Chelsea,249.0,3.0,9.0,0.23,1.0,0.0,0,0,1,0,0,1,0,0
Midtown,300.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,140.0,30.0,38.0,1.1,1.0,312.0,0,1,0,0,0,1,0,0
Williamsburg,170.0,5.0,35.0,0.9,1.0,290.0,0,1,0,0,0,1,0,0
Williamsburg,200.0,2.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
Williamsburg,60.0,1.0,2.0,0.05,1.0,0.0,0,1,0,0,0,0,1,0
Chinatown,94.0,3.0,4.0,0.1,1.0,364.0,0,0,1,0,0,0,1,0
Upper West Side,399.0,1.0,0.0,0.0,2.0,0.0,0,0,1,0,0,1,0,0
Bushwick,45.0,1.0,7.0,0.18,1.0,0.0,0,1,0,0,0,0,1,0
Cypress Hills,60.0,3.0,2.0,0.05,1.0,0.0,0,1,0,0,0,0,1,0
Maspeth,169.0,3.0,27.0,0.78,6.0,256.0,0,0,0,1,0,0,1,0
East Village,80.0,3.0,1.0,0.03,1.0,0.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,55.0,1.0,12.0,0.75,2.0,22.0,0,1,0,0,0,0,1,0
East Harlem,220.0,2.0,140.0,3.6,3.0,341.0,0,0,1,0,0,1,0,0
Bergen Beach,235.0,4.0,32.0,0.88,1.0,322.0,0,1,0,0,0,1,0,0
Clinton Hill,125.0,3.0,2.0,0.05,1.0,0.0,0,1,0,0,0,1,0,0
Astoria,66.0,1.0,1.0,0.03,1.0,0.0,0,0,0,1,0,0,1,0
Financial District,80.0,1.0,5.0,0.13,1.0,0.0,0,0,1,0,0,0,1,0
Far Rockaway,40.0,30.0,0.0,0.0,43.0,354.0,0,0,0,1,0,0,1,0
Astoria,57.0,2.0,14.0,0.37,1.0,0.0,0,0,0,1,0,0,1,0
Crown Heights,48.0,2.0,107.0,2.74,5.0,268.0,0,1,0,0,0,0,1,0
East Village,99.0,20.0,2.0,0.06,1.0,0.0,0,0,1,0,0,1,0,0
Laurelton,40.0,2.0,47.0,1.19,5.0,173.0,0,0,0,1,0,0,1,0
Upper West Side,250.0,90.0,0.0,0.0,2.0,90.0,0,0,1,0,0,1,0,0
East Village,180.0,1.0,14.0,0.4,1.0,90.0,0,0,1,0,0,0,1,0
Upper East Side,115.0,2.0,7.0,0.2,1.0,0.0,0,0,1,0,0,1,0,0
Williamsburg,104.0,2.0,19.0,0.49,2.0,249.0,0,1,0,0,0,0,1,0
Williamsburg,325.0,4.0,12.0,0.49,1.0,6.0,0,1,0,0,0,1,0,0
Midtown,299.0,2.0,14.0,0.36,3.0,0.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,40.0,1.0,5.0,0.13,1.0,0.0,0,1,0,0,0,0,1,0
Upper East Side,89.0,1.0,9.0,0.23,1.0,198.0,0,0,1,0,0,0,1,0
Hell's Kitchen,100.0,30.0,7.0,0.19,31.0,244.0,0,0,1,0,0,1,0,0
Jamaica,59.0,1.0,27.0,0.7,2.0,62.0,0,0,0,1,0,1,0,0
Financial District,300.0,3.0,100.0,2.66,1.0,335.0,0,0,1,0,0,1,0,0
Gramercy,65.0,1.0,0.0,0.0,2.0,0.0,0,0,1,0,0,0,1,0
Inwood,50.0,2.0,74.0,1.98,1.0,310.0,0,0,1,0,0,0,1,0
